lodbknpcefklknpbhnamhilpehfeknkg,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
iffdacemhfpnchinokehhnppllonacfj,139,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,31,0
hcibeejdbaobcfkepfokpeepgfmfbngf,24,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
mbkeinklkdfiodfhojbpikpikmbidmgb,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dkabogmdcebincpnhjkblipnceehimch,41,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,0
oibfliilcglieepgkdkahpfiiigdijdd,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
baelfjnfchhaegeegfiljjickoejioek,19,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fenjfkfmoocofnlehendoahbndmdapkf,35,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0
lolfkhefdonnfhidbpfaakibkjhnefld,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndikhliogllecjheladkbmnicbmgbpof,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
ggjoolddjonklnkopknbjalmajoaklcl,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
hhfdbmnfcpeapfdfpgomfhppnkeannhl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jlpfcmmpfheebjnlkgaficoededimmij,84,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mclblakdgemihikhjdchjllbahofldga,36,2,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,0
hnojmnddiddnflglkgonpilifidbpfic,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
hafikfgdkfaiaoggaomhgefbcfacjjkm,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bkepnpnddicncpiffoefjlgjenfjpjib,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0
aepeihpnlhiiipbchlidcipfpiaecpkd,86,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,12,0
iflkgnpdcicgjknkakoakfpalkeadakp,52,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
mnaffpljhejccdpdehilhljjpcdamgao,39,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
ocamfgbhlbkgcdfdlbjljgoacegodoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mbjlodgfcaknfbphnnfioilcnippdnjp,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jdelodjlpgkjenhcongcfdcocmjgjbci,17,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jkcacbjiofjgbnaknoojjboeiinempoa,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ccdiiahkldddcjgdlckipbcnbegdjkam,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hmbdkcoficgiekmmbklfkcinpllkdppp,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pmpdmpjichjpigklkhholiejpnhcjhkf,79,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0
hifffncapinkgmhdbajhmakafnekhnno,43,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0
dhbkmcoahmolllnkkpgniamjkldaemgm,194,0,0,3,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
bbdcobeilglncnnogiogdiagjflekean,57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
jbnplnehhcgfmabogmejjeljbhgogncl,19,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpdaeelofinalobaekalbieemmnbindg,77,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0
omcnknklnilbbnoioiaibdkhoonlmdnj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iflkbelkohmapejeplaglbedlolebgki,19,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fkjanampmnkppbcpccgdnjjaaakhjbnk,82,0,0,3,5,0,0,0,0,1,0,0,0,0,0,1,0,1,1,11,0
lfaipddfbiofaielildaglpbmjbgekpk,28,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gknmjjgmdcbjladmjkdlfbdlbmofabac,36,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5,0
niopfamcgnpcdlaofopjpdkpkcpolden,23,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cijnpkfpdlieljkblckfggiiflecfmff,141,2,0,8,5,0,1,0,0,0,0,0,0,0,0,0,0,4,0,7,0
